species,hses_code,year,aimag_mn,livestock
Бүгд,63,1977,Булган,869.9
Бүгд,63,1978,Булган,926.8
Бүгд,63,1979,Булган,926.8
Бүгд,63,1980,Булган,937.3
Бүгд,63,1981,Булган,962
Бүгд,63,1982,Булган,1007
Бүгд,63,1983,Булган,992.6
Бүгд,63,1984,Булган,983.7
Бүгд,63,1985,Булган,934.6
Бүгд,63,1986,Булган,872.3
Бүгд,63,1987,Булган,846.6
Бүгд,63,1988,Булган,889.4
Бүгд,63,1989,Булган,943
Бүгд,63,1990,Булган,998.2
Бүгд,63,1991,Булган,1021.2
Бүгд,63,1992,Булган,1066.1
Бүгд,63,1993,Булган,1036.9
Бүгд,63,1994,Булган,1078.8
Бүгд,63,1995,Булган,1137.1
Бүгд,63,1996,Булган,1202.6
Бүгд,63,1997,Булган,1309.8
Бүгд,63,1998,Булган,1458.9
Бүгд,63,1999,Булган,1609.3
Бүгд,63,2000,Булган,1522.8
Бүгд,63,2001,Булган,1457.6
Бүгд,63,2002,Булган,1387.7
Бүгд,63,2003,Булган,1107.9
Бүгд,63,2004,Булган,1213.2
Бүгд,63,2005,Булган,1399.3
Бүгд,63,2006,Булган,1672.5
Бүгд,63,2007,Булган,2008.2
Бүгд,63,2008,Булган,2414.2
Бүгд,63,2009,Булган,2611.7
Бүгд,63,2010,Булган,2293.2
Бүгд,63,2011,Булган,2340.8
Бүгд,63,2012,Булган,2578.6
Бүгд,63,2013,Булган,2757.2
Бүгд,63,2014,Булган,3132.8
Бүгд,63,2015,Булган,3223.8
Бүгд,63,2016,Булган,3485.6
Бүгд,63,2017,Булган,3361.6
Бүгд,63,2018,Булган,3305.5
Бүгд,63,2019,Булган,3641.7
Бүгд,63,2020,Булган,3396
Бүгд,63,2021,Булган,3622.3
Бүгд,63,2022,Булган,3892.8
Бүгд,63,2023,Булган,3622.9
Бүгд,63,2024,Булган,3038.7
Бүгд,64,1970,Баянхонгор,1593.4
Бүгд,64,1971,Баянхонгор,1593.4
Бүгд,64,1972,Баянхонгор,1670
Бүгд,64,1973,Баянхонгор,1664.4
Бүгд,64,1974,Баянхонгор,1686.6
Бүгд,64,1975,Баянхонгор,1721.5
Бүгд,64,1976,Баянхонгор,1694.6
Бүгд,64,1977,Баянхонгор,1783.5
Бүгд,64,1978,Баянхонгор,1821.3
Бүгд,64,1979,Баянхонгор,1790.6
Бүгд,64,1980,Баянхонгор,1832.7
Бүгд,64,1981,Баянхонгор,1887.8
Бүгд,64,1982,Баянхонгор,1938.4
Бүгд,64,1983,Баянхонгор,1847.1
Бүгд,64,1984,Баянхонгор,1486.9
Бүгд,64,1985,Баянхонгор,1399.9
Бүгд,64,1986,Баянхонгор,1416.3
Бүгд,64,1987,Баянхонгор,1453.8
Бүгд,64,1988,Баянхонгор,1339.6
Бүгд,64,1989,Баянхонгор,1475.4
Бүгд,64,1990,Баянхонгор,1599.1
Бүгд,64,1991,Баянхонгор,1674.5
Бүгд,64,1992,Баянхонгор,1761.9
Бүгд,64,1993,Баянхонгор,1713.5
Бүгд,64,1994,Баянхонгор,1995.2
Бүгд,64,1995,Баянхонгор,2227.2
Бүгд,64,1996,Баянхонгор,2233.1
Бүгд,64,1997,Баянхонгор,2428
Бүгд,64,1998,Баянхонгор,2511.3
Бүгд,64,1999,Баянхонгор,2475.1
Бүгд,64,2000,Баянхонгор,2375.7
Бүгд,64,2001,Баянхонгор,1581.7
Бүгд,64,2002,Баянхонгор,862.2
Бүгд,64,2003,Баянхонгор,1099.2
Бүгд,64,2004,Баянхонгор,1323.7
Бүгд,64,2005,Баянхонгор,1553.5
Бүгд,64,2006,Баянхонгор,1878.4
Бүгд,64,2007,Баянхонгор,2284.7
Бүгд,64,2008,Баянхонгор,2643.5
Бүгд,64,2009,Баянхонгор,2684.7
Бүгд,64,2010,Баянхонгор,1963
Бүгд,64,2011,Баянхонгор,2237.8
Бүгд,64,2012,Баянхонгор,2640.8
Бүгд,64,2013,Баянхонгор,2987.1
Бүгд,64,2014,Баянхонгор,3465.9
Бүгд,64,2015,Баянхонгор,3771.9
Бүгд,64,2016,Баянхонгор,4236.3
Бүгд,64,2017,Баянхонгор,4587.7
Бүгд,64,2018,Баянхонгор,4249.5
Бүгд,64,2019,Баянхонгор,4644.9
Бүгд,64,2020,Баянхонгор,3839.9
Бүгд,64,2021,Баянхонгор,3127.1
Бүгд,64,2022,Баянхонгор,3719.6
Бүгд,64,2023,Баянхонгор,4072.2
Бүгд,64,2024,Баянхонгор,4027.1
Бүгд,65,1970,Архангай,1479.3
Бүгд,65,1971,Архангай,1511
Бүгд,65,1972,Архангай,1499.7
Бүгд,65,1973,Архангай,1492
Бүгд,65,1974,Архангай,1549.1
Бүгд,65,1975,Архангай,1550.4
Бүгд,65,1976,Архангай,1490.1
Бүгд,65,1977,Архангай,1393.2
Бүгд,65,1978,Архангай,1426
Бүгд,65,1979,Архангай,1428
Бүгд,65,1980,Архангай,1451.9
Бүгд,65,1981,Архангай,1512.3
Бүгд,65,1982,Архангай,1527.5
Бүгд,65,1983,Архангай,1386.3
Бүгд,65,1984,Архангай,1315.4
Бүгд,65,1985,Архангай,1202.5
Бүгд,65,1986,Архангай,1211.1
Бүгд,65,1987,Архангай,1243.1
Бүгд,65,1988,Архангай,1296.6
Бүгд,65,1989,Архангай,1382.2
Бүгд,65,1990,Архангай,1496.3
Бүгд,65,1991,Архангай,1504
Бүгд,65,1992,Архангай,1495.9
Бүгд,65,1993,Архангай,1494.7
Бүгд,65,1994,Архангай,1626.3
Бүгд,65,1995,Архангай,1626.4
Бүгд,65,1996,Архангай,1725.1
Бүгд,65,1997,Архангай,1924.2
Бүгд,65,1998,Архангай,2119.3
Бүгд,65,1999,Архангай,2335.5
Бүгд,65,2000,Архангай,2216.1
Бүгд,65,2001,Архангай,1836.1
Бүгд,65,2002,Архангай,1748.8
Бүгд,65,2003,Архангай,1837.5
Бүгд,65,2004,Архангай,1948.2
Бүгд,65,2005,Архангай,2194.9
Бүгд,65,2006,Архангай,2530.6
Бүгд,65,2007,Архангай,2912.6
Бүгд,65,2008,Архангай,3379.2
Бүгд,65,2009,Архангай,3619.1
Бүгд,65,2010,Архангай,2679.2
Бүгд,65,2011,Архангай,2984.3
Бүгд,65,2012,Архангай,3403.2
Бүгд,65,2013,Архангай,3772.3
Бүгд,65,2014,Архангай,4293.2
Бүгд,65,2015,Архангай,4457.1
Бүгд,65,2016,Архангай,5009.6
Бүгд,65,2017,Архангай,5291.7
Бүгд,65,2018,Архангай,5482
Бүгд,65,2019,Архангай,6167
Бүгд,65,2020,Архангай,5399.9
Бүгд,65,2021,Архангай,5562.2
Бүгд,65,2022,Архангай,5886.1
Бүгд,65,2023,Архангай,4847.4
Бүгд,65,2024,Архангай,4082.3
Бүгд,67,1970,Хөвсгөл,1599.6
Бүгд,67,1971,Хөвсгөл,1607.8
Бүгд,67,1972,Хөвсгөл,1587.8
Бүгд,67,1973,Хөвсгөл,1580.8
Бүгд,67,1974,Хөвсгөл,1676.1
Бүгд,67,1975,Хөвсгөл,1622.6
Бүгд,67,1976,Хөвсгөл,1494.3
Бүгд,67,1977,Хөвсгөл,1468.3
Бүгд,67,1978,Хөвсгөл,1567.2
Бүгд,67,1979,Хөвсгөл,1596
Бүгд,67,1980,Хөвсгөл,1600.5
Бүгд,67,1981,Хөвсгөл,1675
Бүгд,67,1982,Хөвсгөл,1734.3
Бүгд,67,1983,Хөвсгөл,1761.6
Бүгд,67,1984,Хөвсгөл,1777.9
Бүгд,67,1985,Хөвсгөл,1758.5
Бүгд,67,1986,Хөвсгөл,1725.8
Бүгд,67,1987,Хөвсгөл,1718.3
Бүгд,67,1988,Хөвсгөл,1740.1
Бүгд,67,1989,Хөвсгөл,1802.9
Бүгд,67,1990,Хөвсгөл,1871.9
Бүгд,67,1991,Хөвсгөл,1788.2
Бүгд,67,1992,Хөвсгөл,1747.5
Бүгд,67,1993,Хөвсгөл,1679.6
Бүгд,67,1994,Хөвсгөл,1788
Бүгд,67,1995,Хөвсгөл,1857.4
Бүгд,67,1996,Хөвсгөл,1976.9
Бүгд,67,1997,Хөвсгөл,2152.3
Бүгд,67,1998,Хөвсгөл,2295.9
Бүгд,67,1999,Хөвсгөл,2418.2
Бүгд,67,2000,Хөвсгөл,2269.6
Бүгд,67,2001,Хөвсгөл,1770
Бүгд,67,2002,Хөвсгөл,1900.8
Бүгд,67,2003,Хөвсгөл,2060.4
Бүгд,67,2004,Хөвсгөл,2295.2
Бүгд,67,2005,Хөвсгөл,2504.3
Бүгд,67,2006,Хөвсгөл,2973.5
Бүгд,67,2007,Хөвсгөл,3425.3
Бүгд,67,2008,Хөвсгөл,3815.7
Бүгд,67,2009,Хөвсгөл,3924.5
Бүгд,67,2010,Хөвсгөл,3101.3
Бүгд,67,2011,Хөвсгөл,3315.5
Бүгд,67,2012,Хөвсгөл,3601.7
Бүгд,67,2013,Хөвсгөл,3609.2
Бүгд,67,2014,Хөвсгөл,4157.2
Бүгд,67,2015,Хөвсгөл,4398.1
Бүгд,67,2016,Хөвсгөл,5089.4
Бүгд,67,2017,Хөвсгөл,5297.8
Бүгд,67,2018,Хөвсгөл,5710.4
Бүгд,67,2019,Хөвсгөл,6040.4
Бүгд,67,2020,Хөвсгөл,5500.6
Бүгд,67,2021,Хөвсгөл,5943.2
Бүгд,67,2022,Хөвсгөл,6254.1
Бүгд,67,2023,Хөвсгөл,5662
Бүгд,67,2024,Хөвсгөл,5163.2
Бүгд,81,1970,Завхан,1686.6
Бүгд,81,1971,Завхан,1781.6
Бүгд,81,1972,Завхан,1821.7
Бүгд,81,1973,Завхан,1811.2
Бүгд,81,1974,Завхан,1786.9
Бүгд,81,1975,Завхан,1837.5
Бүгд,81,1976,Завхан,1867.6
Бүгд,81,1977,Завхан,1713
Бүгд,81,1978,Завхан,1832
Бүгд,81,1979,Завхан,1842.2
Бүгд,81,1980,Завхан,1875.9
Бүгд,81,1981,Завхан,1777.7
Бүгд,81,1982,Завхан,1864.1
Бүгд,81,1983,Завхан,1795.6
Бүгд,81,1984,Завхан,1690.8
Бүгд,81,1985,Завхан,1703.9
Бүгд,81,1986,Завхан,1744.6
Бүгд,81,1987,Завхан,1804.2
Бүгд,81,1988,Завхан,1834.6
Бүгд,81,1989,Завхан,1987.3
Бүгд,81,1990,Завхан,2133.4
Бүгд,81,1991,Завхан,2079.9
Бүгд,81,1992,Завхан,2085
Бүгд,81,1993,Завхан,2003.8
Бүгд,81,1994,Завхан,2246.8
Бүгд,81,1995,Завхан,2401.4
Бүгд,81,1996,Завхан,2474.5
Бүгд,81,1997,Завхан,2556.5
Бүгд,81,1998,Завхан,2603.6
Бүгд,81,1999,Завхан,2432
Бүгд,81,2000,Завхан,1941.3
Бүгд,81,2001,Завхан,1486.7
Бүгд,81,2002,Завхан,1443.2
Бүгд,81,2003,Завхан,1628.6
Бүгд,81,2004,Завхан,1901.8
Бүгд,81,2005,Завхан,2102.2
Бүгд,81,2006,Завхан,2550.8
Бүгд,81,2007,Завхан,3000
Бүгд,81,2008,Завхан,3136
Бүгд,81,2009,Завхан,2827.6
Бүгд,81,2010,Завхан,1717.7
Бүгд,81,2011,Завхан,2006.1
Бүгд,81,2012,Завхан,2280
Бүгд,81,2013,Завхан,2539
Бүгд,81,2014,Завхан,2895.9
Бүгд,81,2015,Завхан,3133
Бүгд,81,2016,Завхан,3406.2
Бүгд,81,2017,Завхан,3597.3
Бүгд,81,2018,Завхан,3555.4
Бүгд,81,2019,Завхан,3849.9
Бүгд,81,2020,Завхан,3607.8
Бүгд,81,2021,Завхан,3755.2
Бүгд,81,2022,Завхан,3721.1
Бүгд,81,2023,Завхан,3067.6
Бүгд,81,2024,Завхан,3008.2
Бүгд,82,1970,Говь-Алтай,1342.5
Бүгд,82,1971,Говь-Алтай,1414.9
Бүгд,82,1972,Говь-Алтай,1395.3
Бүгд,82,1973,Говь-Алтай,1453.6
Бүгд,82,1974,Говь-Алтай,1451.6
Бүгд,82,1975,Говь-Алтай,1497.8
Бүгд,82,1976,Говь-Алтай,1524
Бүгд,82,1977,Говь-Алтай,1564.2
Бүгд,82,1978,Говь-Алтай,1590.2
Бүгд,82,1979,Говь-Алтай,1579.8
Бүгд,82,1980,Говь-Алтай,1582
Бүгд,82,1981,Говь-Алтай,1571.9
Бүгд,82,1982,Говь-Алтай,1549.7
Бүгд,82,1983,Говь-Алтай,1500.3
Бүгд,82,1984,Говь-Алтай,1321.3
Бүгд,82,1985,Говь-Алтай,1458.4
Бүгд,82,1986,Говь-Алтай,1477.7
Бүгд,82,1987,Говь-Алтай,1543.8
Бүгд,82,1988,Говь-Алтай,1561.6
Бүгд,82,1989,Говь-Алтай,1636
Бүгд,82,1990,Говь-Алтай,1693.6
Бүгд,82,1991,Говь-Алтай,1696.6
Бүгд,82,1992,Говь-Алтай,1775.3
Бүгд,82,1993,Говь-Алтай,1766.9
Бүгд,82,1994,Говь-Алтай,1973.4
Бүгд,82,1995,Говь-Алтай,2102.5
Бүгд,82,1996,Говь-Алтай,2087.2
Бүгд,82,1997,Говь-Алтай,2112.5
Бүгд,82,1998,Говь-Алтай,2113.1
Бүгд,82,1999,Говь-Алтай,2113.2
Бүгд,82,2000,Говь-Алтай,2035.1
Бүгд,82,2001,Говь-Алтай,1714.7
Бүгд,82,2002,Говь-Алтай,1010.5
Бүгд,82,2003,Говь-Алтай,1261.2
Бүгд,82,2004,Говь-Алтай,1539.6
Бүгд,82,2005,Говь-Алтай,1834.2
Бүгд,82,2006,Говь-Алтай,2199.2
Бүгд,82,2007,Говь-Алтай,2486.6
Бүгд,82,2008,Говь-Алтай,2505.9
Бүгд,82,2009,Говь-Алтай,2171.8
Бүгд,82,2010,Говь-Алтай,1315.5
Бүгд,82,2011,Говь-Алтай,1613.3
Бүгд,82,2012,Говь-Алтай,1911
Бүгд,82,2013,Говь-Алтай,2223.2
Бүгд,82,2014,Говь-Алтай,2578.1
Бүгд,82,2015,Говь-Алтай,2922.6
Бүгд,82,2016,Говь-Алтай,3497.5
Бүгд,82,2017,Говь-Алтай,3801.7
Бүгд,82,2018,Говь-Алтай,3513.4
Бүгд,82,2019,Говь-Алтай,3597.7
Бүгд,82,2020,Говь-Алтай,3310.8
Бүгд,82,2021,Говь-Алтай,2990.5
Бүгд,82,2022,Говь-Алтай,3167.5
Бүгд,82,2023,Говь-Алтай,3013.2
Бүгд,82,2024,Говь-Алтай,3095.3
Бүгд,83,1970,Баян-Өлгий,1073.9
Бүгд,83,1971,Баян-Өлгий,1106.4
Бүгд,83,1972,Баян-Өлгий,1107.4
Бүгд,83,1973,Баян-Өлгий,1178.4
Бүгд,83,1974,Баян-Өлгий,1155
Бүгд,83,1975,Баян-Өлгий,1092.5
Бүгд,83,1976,Баян-Өлгий,1101.8
Бүгд,83,1977,Баян-Өлгий,1025.2
Бүгд,83,1978,Баян-Өлгий,1019.4
Бүгд,83,1979,Баян-Өлгий,1078.7
Бүгд,83,1980,Баян-Өлгий,1105.8
Бүгд,83,1981,Баян-Өлгий,1135.2
Бүгд,83,1982,Баян-Өлгий,1171.1
Бүгд,83,1983,Баян-Өлгий,1137.9
Бүгд,83,1984,Баян-Өлгий,1161.4
Бүгд,83,1985,Баян-Өлгий,1198.6
Бүгд,83,1986,Баян-Өлгий,1236
Бүгд,83,1987,Баян-Өлгий,1241.2
Бүгд,83,1988,Баян-Өлгий,1235.4
Бүгд,83,1989,Баян-Өлгий,1284
Бүгд,83,1990,Баян-Өлгий,1318.4
Бүгд,83,1991,Баян-Өлгий,1159.9
Бүгд,83,1992,Баян-Өлгий,1033.5
Бүгд,83,1993,Баян-Өлгий,1005.4
Бүгд,83,1994,Баян-Өлгий,1156.6
Бүгд,83,1995,Баян-Өлгий,1354.2
Бүгд,83,1996,Баян-Өлгий,1405.8
Бүгд,83,1997,Баян-Өлгий,1519.4
Бүгд,83,1998,Баян-Өлгий,1346
Бүгд,83,1999,Баян-Өлгий,1362.4
Бүгд,83,2000,Баян-Өлгий,1310.4
Бүгд,83,2001,Баян-Өлгий,1297.8
Бүгд,83,2002,Баян-Өлгий,1234.2
Бүгд,83,2003,Баян-Өлгий,1315.6
Бүгд,83,2004,Баян-Өлгий,1346.7
Бүгд,83,2005,Баян-Өлгий,1320.5
Бүгд,83,2006,Баян-Өлгий,1470.3
Бүгд,83,2007,Баян-Өлгий,1597.3
Бүгд,83,2008,Баян-Өлгий,1529.6
Бүгд,83,2009,Баян-Өлгий,1301.5
Бүгд,83,2010,Баян-Өлгий,1126.9
Бүгд,83,2011,Баян-Өлгий,1302.8
Бүгд,83,2012,Баян-Өлгий,1410.6
Бүгд,83,2013,Баян-Өлгий,1604.1
Бүгд,83,2014,Баян-Өлгий,1883.6
Бүгд,83,2015,Баян-Өлгий,2021
Бүгд,83,2016,Баян-Өлгий,2167.4
Бүгд,83,2017,Баян-Өлгий,2226.1
Бүгд,83,2018,Баян-Өлгий,2166.9
Бүгд,83,2019,Баян-Өлгий,2192.8
Бүгд,83,2020,Баян-Өлгий,2224.7
Бүгд,83,2021,Баян-Өлгий,2379
Бүгд,83,2022,Баян-Өлгий,2255.8
Бүгд,83,2023,Баян-Өлгий,2046.1
Бүгд,83,2024,Баян-Өлгий,2125.1
Бүгд,84,1970,Ховд,1463.7
Бүгд,84,1971,Ховд,1556.1
Бүгд,84,1972,Ховд,1578.4
Бүгд,84,1973,Ховд,1675.9
Бүгд,84,1974,Ховд,1652
Бүгд,84,1975,Ховд,1592.9
Бүгд,84,1976,Ховд,1601.4
Бүгд,84,1977,Ховд,1472.8
Бүгд,84,1978,Ховд,1543.9
Бүгд,84,1979,Ховд,1559.2
Бүгд,84,1980,Ховд,1539.6
Бүгд,84,1981,Ховд,1641.3
Бүгд,84,1982,Ховд,1577.3
Бүгд,84,1983,Ховд,1499
Бүгд,84,1984,Ховд,1351.7
Бүгд,84,1985,Ховд,1488.6
Бүгд,84,1986,Ховд,1501.7
Бүгд,84,1987,Ховд,1554.2
Бүгд,84,1988,Ховд,1608.1
Бүгд,84,1989,Ховд,1637.7
Бүгд,84,1990,Ховд,1687.7
Бүгд,84,1991,Ховд,1636.6
Бүгд,84,1992,Ховд,1688.6
Бүгд,84,1993,Ховд,1823
Бүгд,84,1994,Ховд,1905
Бүгд,84,1995,Ховд,2070.6
Бүгд,84,1996,Ховд,1954.9
Бүгд,84,1997,Ховд,1926.5
Бүгд,84,1998,Ховд,1795.9
Бүгд,84,1999,Ховд,1867.9
Бүгд,84,2000,Ховд,1836.3
Бүгд,84,2001,Ховд,1512.4
Бүгд,84,2002,Ховд,1323.9
Бүгд,84,2003,Ховд,1541
Бүгд,84,2004,Ховд,1788.5
Бүгд,84,2005,Ховд,1963.7
Бүгд,84,2006,Ховд,2293.8
Бүгд,84,2007,Ховд,2564.4
Бүгд,84,2008,Ховд,2486.7
Бүгд,84,2009,Ховд,2268.4
Бүгд,84,2010,Ховд,1639.1
Бүгд,84,2011,Ховд,1771.3
Бүгд,84,2012,Ховд,2038.5
Бүгд,84,2013,Ховд,2241.3
Бүгд,84,2014,Ховд,2625.6
Бүгд,84,2015,Ховд,2905.4
Бүгд,84,2016,Ховд,3280.6
Бүгд,84,2017,Ховд,3446.6
Бүгд,84,2018,Ховд,3146.4
Бүгд,84,2019,Ховд,3084.3
Бүгд,84,2020,Ховд,3292.6
Бүгд,84,2021,Ховд,3597
Бүгд,84,2022,Ховд,3472.9
Бүгд,84,2023,Ховд,3194.9
Бүгд,84,2024,Ховд,3491.1
Бүгд,85,1970,Увс,1679.8
Бүгд,85,1971,Увс,1711.7
Бүгд,85,1972,Увс,1697.7
Бүгд,85,1973,Увс,1737.8
Бүгд,85,1974,Увс,1714.6
Бүгд,85,1975,Увс,1610
Бүгд,85,1976,Увс,1415.7
Бүгд,85,1977,Увс,1394.4
Бүгд,85,1978,Увс,1427.5
Бүгд,85,1979,Увс,1486.8
Бүгд,85,1980,Увс,1481.3
Бүгд,85,1981,Увс,1445.1
Бүгд,85,1982,Увс,1494.8
Бүгд,85,1983,Увс,1417.9
Бүгд,85,1984,Увс,1420.8
Бүгд,85,1985,Увс,1470.1
Бүгд,85,1986,Увс,1488.8
Бүгд,85,1987,Увс,1515.7
Бүгд,85,1988,Увс,1561.6
Бүгд,85,1989,Увс,1614.1
Бүгд,85,1990,Увс,1666.7
Бүгд,85,1991,Увс,1585.3
Бүгд,85,1992,Увс,1596.6
Бүгд,85,1993,Увс,1628.5
Бүгд,85,1994,Увс,1707.9
Бүгд,85,1995,Увс,1754.2
Бүгд,85,1996,Увс,1764.9
Бүгд,85,1997,Увс,1856.3
Бүгд,85,1998,Увс,1940.1
Бүгд,85,1999,Увс,1889.8
Бүгд,85,2000,Увс,1579.3
Бүгд,85,2001,Увс,1575.6
Бүгд,85,2002,Увс,1470.4
Бүгд,85,2003,Увс,1664.4
Бүгд,85,2004,Увс,1948.3
Бүгд,85,2005,Увс,2021.3
Бүгд,85,2006,Увс,2400.9
Бүгд,85,2007,Увс,2653.5
Бүгд,85,2008,Увс,2499.3
Бүгд,85,2009,Увс,2319.1
Бүгд,85,2010,Увс,1619.3
Бүгд,85,2011,Увс,1831.8
Бүгд,85,2012,Увс,2030.7
Бүгд,85,2013,Увс,2225.1
Бүгд,85,2014,Увс,2561.3
Бүгд,85,2015,Увс,2729.1
Бүгд,85,2016,Увс,2784.1
Бүгд,85,2017,Увс,3129.9
Бүгд,85,2018,Увс,3175.3
Бүгд,85,2019,Увс,3279.6
Бүгд,85,2020,Увс,3409.3
Бүгд,85,2021,Увс,3726.4
Бүгд,85,2022,Увс,3513.8
Бүгд,85,2023,Увс,2994.5
Бүгд,85,2024,Увс,2935.5
Тэмээ,11,1970,Улаанбаатар,0
Тэмээ,11,1971,Улаанбаатар,0
Тэмээ,11,1972,Улаанбаатар,0
Тэмээ,11,1973,Улаанбаатар,0
Тэмээ,11,1974,Улаанбаатар,0
Тэмээ,11,1975,Улаанбаатар,0
Тэмээ,11,1976,Улаанбаатар,0
Тэмээ,11,1977,Улаанбаатар,0
Тэмээ,11,1978,Улаанбаатар,0
Тэмээ,11,1979,Улаанбаатар,7.4
Тэмээ,11,1980,Улаанбаатар,0
Тэмээ,11,1981,Улаанбаатар,0
Тэмээ,11,1982,Улаанбаатар,0
Тэмээ,11,1983,Улаанбаатар,0
Тэмээ,11,1984,Улаанбаатар,0
Тэмээ,11,1985,Улаанбаатар,0
Тэмээ,11,1986,Улаанбаатар,0
Тэмээ,11,1987,Улаанбаатар,0
Тэмээ,11,1988,Улаанбаатар,0
Тэмээ,11,1989,Улаанбаатар,0
Тэмээ,11,1990,Улаанбаатар,0
Тэмээ,11,1991,Улаанбаатар,0
Тэмээ,11,1992,Улаанбаатар,0.1
Тэмээ,11,1993,Улаанбаатар,0.1
Тэмээ,11,1994,Улаанбаатар,0.1
Тэмээ,11,1995,Улаанбаатар,0.1
Тэмээ,11,1996,Улаанбаатар,0.1
Тэмээ,11,1997,Улаанбаатар,0.1
Тэмээ,11,1998,Улаанбаатар,0.1
Тэмээ,11,1999,Улаанбаатар,0.1
Тэмээ,11,2000,Улаанбаатар,0.1
Тэмээ,11,2001,Улаанбаатар,0.1
Тэмээ,11,2002,Улаанбаатар,0.1
Тэмээ,11,2003,Улаанбаатар,0.1
Тэмээ,11,2004,Улаанбаатар,0
Тэмээ,11,2005,Улаанбаатар,0.1
Тэмээ,11,2006,Улаанбаатар,0.1
Тэмээ,11,2007,Улаанбаатар,0.1
Тэмээ,11,2008,Улаанбаатар,0.2
Тэмээ,11,2009,Улаанбаатар,0.2
Тэмээ,11,2010,Улаанбаатар,0.2
Тэмээ,11,2011,Улаанбаатар,0.2
Тэмээ,11,2012,Улаанбаатар,0.2
Тэмээ,11,2013,Улаанбаатар,0.1
Тэмээ,11,2014,Улаанбаатар,0.2
Тэмээ,11,2015,Улаанбаатар,0.2
Тэмээ,11,2016,Улаанбаатар,0.2
Тэмээ,11,2017,Улаанбаатар,0.3
Тэмээ,11,2018,Улаанбаатар,0.2
Тэмээ,11,2019,Улаанбаатар,0.3
Тэмээ,11,2020,Улаанбаатар,0.2
Тэмээ,11,2021,Улаанбаатар,0.1
Тэмээ,11,2022,Улаанбаатар,0.1
Тэмээ,11,2023,Улаанбаатар,0.1
Тэмээ,11,2024,Улаанбаатар,0.1
Тэмээ,21,1970,Дорнод,15.6
Тэмээ,21,1971,Дорнод,15.9
Тэмээ,21,1972,Дорнод,15.5
Тэмээ,21,1973,Дорнод,16.2
Тэмээ,21,1974,Дорнод,16.6
Тэмээ,21,1975,Дорнод,17.3
Тэмээ,21,1976,Дорнод,17.1
Тэмээ,21,1977,Дорнод,17.2
Тэмээ,21,1978,Дорнод,17.3
Тэмээ,21,1979,Дорнод,17.5
Тэмээ,21,1980,Дорнод,15.7
Тэмээ,21,1981,Дорнод,16.6
Тэмээ,21,1982,Дорнод,16
Тэмээ,21,1983,Дорнод,16
Тэмээ,21,1984,Дорнод,15.3
Тэмээ,21,1985,Дорнод,14.9
Тэмээ,21,1986,Дорнод,14.4
Тэмээ,21,1987,Дорнод,14.2
Тэмээ,21,1988,Дорнод,14.3
Тэмээ,21,1989,Дорнод,14.4
Тэмээ,21,1990,Дорнод,13.3
Тэмээ,21,1991,Дорнод,11.8
Тэмээ,21,1992,Дорнод,9.9
Тэмээ,21,1993,Дорнод,8.6
Тэмээ,21,1994,Дорнод,7.7
Тэмээ,21,1995,Дорнод,6.8
Тэмээ,21,1996,Дорнод,6.2
Тэмээ,21,1997,Дорнод,6.1
Тэмээ,21,1998,Дорнод,6.1
Тэмээ,21,1999,Дорнод,6
Тэмээ,21,2000,Дорнод,5.9
Тэмээ,21,2001,Дорнод,6
Тэмээ,21,2002,Дорнод,6.2
Тэмээ,21,2003,Дорнод,6.3
Тэмээ,21,2004,Дорнод,6.4
Тэмээ,21,2005,Дорнод,6.3
Тэмээ,21,2006,Дорнод,6
Тэмээ,21,2007,Дорнод,6.3
Тэмээ,21,2008,Дорнод,6.3
Тэмээ,21,2009,Дорнод,6.4
Тэмээ,21,2010,Дорнод,6
Тэмээ,21,2011,Дорнод,5.6
Тэмээ,21,2012,Дорнод,5
Тэмээ,21,2013,Дорнод,4.7
Тэмээ,21,2014,Дорнод,4.6
Тэмээ,21,2015,Дорнод,4.9
Тэмээ,21,2016,Дорнод,5.2
Тэмээ,21,2017,Дорнод,5.6
Тэмээ,21,2018,Дорнод,6.1
Тэмээ,21,2019,Дорнод,6.3
Тэмээ,21,2020,Дорнод,6.2
Тэмээ,21,2021,Дорнод,6.5
Тэмээ,21,2022,Дорнод,6.5
Тэмээ,21,2023,Дорнод,6.5
Тэмээ,21,2024,Дорнод,5.9
Тэмээ,22,1970,Сүхбаатар,17.8
Тэмээ,22,1971,Сүхбаатар,17.4
Тэмээ,22,1972,Сүхбаатар,17.7
Тэмээ,22,1973,Сүхбаатар,17.9
Тэмээ,22,1974,Сүхбаатар,18.4
Тэмээ,22,1975,Сүхбаатар,19.1
Тэмээ,22,1976,Сүхбаатар,19.5
Тэмээ,22,1977,Сүхбаатар,18.6
Тэмээ,22,1978,Сүхбаатар,19.4
Тэмээ,22,1979,Сүхбаатар,19.8
Тэмээ,22,1980,Сүхбаатар,19
Тэмээ,22,1981,Сүхбаатар,19.6
Тэмээ,22,1982,Сүхбаатар,18.4
Тэмээ,22,1983,Сүхбаатар,17.8
Тэмээ,22,1984,Сүхбаатар,18.2
Тэмээ,22,1985,Сүхбаатар,18.3
Тэмээ,22,1986,Сүхбаатар,18.2
Тэмээ,22,1987,Сүхбаатар,16.9
Тэмээ,22,1988,Сүхбаатар,16.6
Тэмээ,22,1989,Сүхбаатар,16.8
Тэмээ,22,1990,Сүхбаатар,15.9
