b,gamma_boot,beta_low_boot,beta_high_boot,beta_diff_boot,N_boot,N_low_boot,N_high_boot,warning_flag,failed_flag,warning_note
186,1.0380060250036154,0.11688112655882953,0.08401968431481285,-0.03286144224401667,3588,705,2883,FALSE,FALSE,
187,1.350837020064906,0.10626165791063158,0.08816199374753814,-0.018099664163093443,2258,286,1972,FALSE,FALSE,
188,1.1372159625595029,0.15339327556012244,0.0884919042373703,-0.06490137132275214,2530,291,2239,FALSE,FALSE,
189,1.5240735280602395,0.12372342633962297,0.09964842885315063,-0.024074997486472335,3853,2385,1468,FALSE,FALSE,
190,1.0650428339903726,0.11919616635208356,0.0745171914575434,-0.04467897489454016,4005,1766,2239,FALSE,FALSE,
191,1.7106890804719728,0.07154298734544251,0.0798279034758739,0.008284916130431391,2729,1335,1394,FALSE,FALSE,
192,1.0380060250036154,0.12102232092795927,0.0892212186968322,-0.031801102231127074,4607,2137,2470,FALSE,FALSE,
193,1.261268414785817,0.09806588444525934,0.11598402398332312,0.017918139538063788,2874,611,2263,FALSE,FALSE,
194,1.7062866341828098,0.06604088354021466,0.060155982575567805,-0.005884900964646854,2778,1041,1737,FALSE,FALSE,
195,1.506024096385542,0.11750613114343283,0.08376636997383499,-0.03373976116959784,2947,1535,1412,FALSE,FALSE,
196,1.5214777755665652,0.06691810538337176,0.07937471444860357,0.012456609065231813,2578,708,1870,FALSE,FALSE,
197,1.0380060250036154,0.11748944743377412,0.0972720974702043,-0.02021734996356983,3241,705,2536,FALSE,FALSE,
198,1.7236671891437996,0.09016758301943635,0.06371996680304315,-0.026447616216393202,3511,2310,1201,FALSE,FALSE,
199,1.8079931039396437,0.10174517301289537,0.07505440874212882,-0.026690764270766554,2615,1874,741,FALSE,FALSE,
200,1.7236671891437996,0.08909235309941524,0.10960564177988294,0.0205132886804677,2674,1797,877,FALSE,FALSE,
201,1.506024096385542,0.11626831797110453,0.05800227692584061,-0.058266041045263915,3155,1908,1247,FALSE,FALSE,
202,1.0380060250036154,0.11707190279861295,0.09929699604826898,-0.01777490675034396,2886,705,2181,FALSE,FALSE,
203,1.0380060250036154,0.12300217441519118,0.11160482366707307,-0.01139735074811811,3845,1553,2292,FALSE,FALSE,
204,1.506024096385542,0.10612347636787553,0.0769312245073911,-0.029192251860484436,2443,857,1586,FALSE,FALSE,
205,1.0380060250036154,0.1254047373447404,0.09648414537626558,-0.02892059196847481,2942,760,2182,FALSE,FALSE,
206,1.0380060250036154,0.12347179279851994,0.11134614904796081,-0.012125643750559134,3609,1641,1968,FALSE,FALSE,
207,1.0380060250036154,0.11882190685808781,0.08400614889143829,-0.03481575796664953,4031,1377,2654,FALSE,FALSE,
208,1.506024096385542,0.12332715693914051,0.06548116503811033,-0.05784599190103018,2849,1403,1446,FALSE,FALSE,
209,1.0380060250036154,0.12171918964290931,0.10523544247277776,-0.016483747170131555,3801,1344,2457,TRUE,FALSE,S_cluster unavailable; used robust S
210,1.032312925170068,0.1212513722674332,0.07257392077568593,-0.048677451491747264,3135,659,2476,FALSE,FALSE,
211,1.1372159625595029,0.11846247724941054,0.08666282222632693,-0.031799655023083614,2471,275,2196,FALSE,FALSE,
212,1.2392535858488927,0.09058597931869783,0.07406890972838193,-0.016517069590315903,2297,244,2053,FALSE,FALSE,
213,1.7185857418044381,0.09158137889385873,0.06304545329647675,-0.02853592559738198,3696,2277,1419,FALSE,FALSE,
214,1.0380060250036154,0.1181116611502798,0.09646859986163925,-0.021643061288640547,4383,2082,2301,FALSE,FALSE,
215,1.506024096385542,0.11211345550870291,0.07869798805763255,-0.033415467451070366,3348,2250,1098,FALSE,FALSE,
216,1.0650428339903726,0.11331738435940758,0.07690124558422404,-0.03641613877518354,3117,814,2303,FALSE,FALSE,
217,1.0380060250036154,0.125218931965363,0.09465559166614265,-0.030563340299220337,3207,760,2447,FALSE,FALSE,
218,1.0380060250036154,0.12029741430342343,0.10719145613223383,-0.013105958171189605,4501,2049,2452,FALSE,FALSE,
219,1.0380060250036154,0.1204889443506081,0.08225883669226347,-0.03823010765834463,3146,793,2353,FALSE,FALSE,
