gamma,N,N_low,N_high,beta_low,se_low,p_low,beta_high,se_high,p_high,objective_value,warning_flag,warning_note
1.2775216405297167,3188,1300,1888,0.10346963291946416,0.011494477867721765,1.1818872804282483e-8,0.10306854913239041,0.013294192096756013,1.356777247793306e-7,46019.147296360796,FALSE,
1.0644808860558508,3188,861,2327,0.1037181431738044,0.011413679144619868,1.0074486559372799e-8,0.10302143823713063,0.01208360413606214,2.9247573041777423e-8,46019.52180847419,FALSE,
1.485489996087538,3188,1653,1535,0.10355904951701451,0.011419531146926166,1.0429592018058065e-8,0.10282332599727137,0.014616910409301666,6.068337569640698e-7,46020.05554303377,FALSE,
1.2927388372778499,3188,1372,1816,0.10343631817524573,0.011197799359827938,7.629485925340342e-9,0.10312857013365823,0.014224138356612636,3.8420726532974236e-7,46022.75210548304,FALSE,
1.0289740936435399,3188,691,2497,0.10346424014499957,0.011691617186259893,1.574242683923188e-8,0.10323681250750986,0.011970266258042359,2.4178463111067872e-8,46024.286352095536,FALSE,
1.5007071928356712,3188,1690,1498,0.10335524616859834,0.011773589035219358,1.800795350973176e-8,0.10322296003409229,0.014370064329823871,4.4257413455587393e-7,46025.006207746614,FALSE,
1.0340464925595843,3188,692,2496,0.10343199466875373,0.011704716492045521,1.6124309851093946e-8,0.10325582290342443,0.011972533962391924,2.4180587086093786e-8,46025.08070093006,FALSE,
1.1456392687125616,3188,1001,2187,0.10338429244049108,0.011843243517557963,1.9776451998337952e-8,0.10324395345749546,0.013128154802102556,1.0821868732684398e-7,46025.18688089246,FALSE,
1.6122999689886486,3188,1943,1245,0.10629037226245555,0.01050775746050476,1.5841113623311162e-9,0.09626957753935392,0.012598136535999971,1.703571004001833e-7,46025.46841766112,FALSE,
1.617372367904693,3188,1943,1245,0.10629037226245555,0.01050775746050476,1.5841113623311162e-9,0.09626957753935392,0.012598136535999971,1.703571004001833e-7,46025.46841766112,FALSE,
1.9267887017834027,3188,2819,369,0.10332719145872626,0.011867929863456667,2.0663175977307793e-8,0.10318482711104533,0.01191147201356158,2.2469053407668852e-8,46026.0642266965,FALSE,
0.9883949023151846,3188,464,2724,0.10272027818850635,0.011745571100662272,1.9180023780854195e-8,0.10348166043103298,0.011945763008152633,2.2469836890148578e-8,46027.03179213738,FALSE,
0.993467301231229,3188,464,2724,0.10272027818850635,0.011745571100662272,1.9180023780854195e-8,0.10348166043103298,0.011945763008152633,2.2469836890148578e-8,46027.03179213738,FALSE,
0.9985397001472733,3188,464,2724,0.10272027818850635,0.011745571100662272,1.9180023780854195e-8,0.10348166043103298,0.011945763008152633,2.2469836890148578e-8,46027.03179213738,FALSE,
1.2623044437815834,3188,1191,1997,0.10333645003770953,0.011821010984854363,1.9315300871917525e-8,0.10329940790716144,0.013318420582821294,1.3478804106580987e-7,46027.16510987535,FALSE,
1.4956347939196268,3188,1669,1519,0.1033226437508705,0.011609200493277657,1.4306358297540644e-8,0.10331524359853436,0.014645850640629988,5.81889706629032e-7,46027.51253801788,FALSE,
1.6478067614009595,3188,1969,1219,0.10720986689279248,0.010143389240848307,7.282753158107901e-10,0.09355909495003667,0.012809034006368437,3.4307340720958966e-7,46029.2266090459,FALSE,
1.9115715050352695,3188,2792,396,0.10330179142872171,0.011893430309800335,2.1501795070796573e-8,0.10357137621110808,0.011732181934669874,1.6395643122241206e-8,46029.43635976278,FALSE,
1.054336088223762,3188,856,2332,0.10313919720544784,0.011908940737793867,2.2554938600108542e-8,0.10345206402332728,0.012017698425729903,2.493998452155434e-8,46030.29367948444,FALSE,
1.0594084871398064,3188,856,2332,0.10313919720544784,0.011908940737793867,2.2554938600108542e-8,0.10345206402332728,0.012017698425729903,2.493998452155434e-8,46030.29367948444,FALSE,
1.2978112361938943,3188,1388,1800,0.10322843679237459,0.011256271117149245,8.626205954740854e-9,0.10346731885211696,0.014189945524119512,3.522312107686164e-7,46030.712773303276,FALSE,
1.6579515592330485,3188,1988,1200,0.10685303254998114,0.01035226488869226,1.1096301025428223e-9,0.094209635302737,0.013191022771517326,4.829390668936381e-7,46031.661009450574,FALSE,
