source_file,survey_folder,file_name,variable_name,variable_label,family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MAF10,"Аливаа зүйлийг санах, анхаарлаа төвлөрүүлэхэд хүндрэлтэй байдаг эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MAF11,Бие даан өөрийгөө арчлахад хүндрэлтэй байдаг эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MAF12,Бусадтай харилцахад ямар нэгэн бэрхшээл гардаг эсэх,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MSB1,Хамгийн анх бэлгийн хавьталд орсон нас,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MSB2U,Хамгийн сүүлд хэзээ бэлгийн хавьталд орсон - нэгж,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MSB2N,Хамгийн сүүлд хэзээ бэлгийн хавьталд орсон - хугацаа,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MSB3,Хамгийн сүүлд бэлгийн хавьталд орохдоо бэлгэвч хэрэглэсэн эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MSB4,Хамгийн сүүлд бэлгийн хавьталд орсон хүний хамаарал,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MSB6,Хамгийн сүүлийн бэлгийн хавьтагчийн нас,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MSB7,Сүүлийн 12 сарын хугацаанд өөр хүнтэй бэлгийн хавьталд орсон эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MSB8,Тэр хүнтэйгээ хамгийн сүүлд бэлгийн хавьталд орохдоо бэлгэвч хэрэглэсэн эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MSB9,Тэр хүнтэйгээ ямар хамааралтай байсан,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MSB12,Тэр хүний нас,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA1,"ХДХВ/ДОХ–ын талаар сонсож, уншиж байсан эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA2,"ДОХ-ын халдваргүй, бэлгийн үнэнч нэг хавьтагчтай байснаар халдвар авах эрсдэлийг бууруулж чадна",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA3,Шумууланд хазуулснаар ДОХ-ын халдвар авч болно,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA4,Бэлгийн хавьталд орох бүртээ бэлгэвч хэрэглэснээр ДОХ-ын халдвар авах эрсдэлийг бууруулж чадна,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA5,ДОХ-ын халдвартай хүнтэй хоол хүнсээ хувааж идэхэд халдвар дамжих боломжтой,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA7,Гаднаас нь харахад эрүүл хүн ДОХ-ын халдвартай байж болно,health_disability_nutrition
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA7A,"Өөр хүний хэрэглэсэн зүү, тариураар ДОХ-ын халдвар дамжих боломжтой",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA8A,"Жирэмсний үед халдвар эхээс ураг, нярайд дамжих боломжтой",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA8B,"Төрөх үед халдвар эхээс ураг, нярайд дамжих боломжтой",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA8C,"Хүүхэд хөхүүлэх үед халдвар эхээс ураг, нярайд дамжих боломжтой",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA10,"ДОХ-ын халдвар эхээс ураг, нярайд дамжих эрсдэлийг бууруулдаг эм байдаг эсэхийг мэдэх эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA24,Ер нь ДОХ-ын шинжилгээ өгч байсан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA25,Хамгийн сүүлд хэдэн сарын өмнө ДОХ-ын шинжилгээ өгсөн,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA26,Шинжилгээний хариугаа авсан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA27,Шинжилгээ өгч болох газрыг мэдэх эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA28,ДОХ-ын халдвартай эсэхийг өөрсдөө шалгаж болдог тест байдаг талаар сонсож байсан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA29,ДОХ-ын халдвартай эсэхийг шалгадаг тестийг хэрэглэж байсан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA30,Ногооны худалдагчийг ДОХ-ын халдвартай гэж мэдвэл түүнээс ногоо худалдаж авах эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA31,ДОХ-ын халдвартай хүүхэд эрүүл хүүхдүүдтэй хамт суралцахыг хүлээн зөвшөөрөх эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA32,Хүмүүс шинжилгээгээр ДОХ-той гэж гарвал бусдын хандлагаас эмээж ДОХ-ын шинжилгээ өгдөггүй гэж боддог эсэх,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA33,Хүмүүс ДОХ-той эсвэл ДОХ-тай байх гэсэн хүмүүсийн талаар муугаар ярьдаг эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA34,Хүмүүс ДОХ-той эсвэл ДОХ-той байх гэсэн хүмүүсээс зайгаа барьдаг эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA35,Хэрвээ манай гэр бүлийн хэн нэгэн хүн ДОХ-ын халдвар авсан бол би ичнэ,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA36,ДОХ-ын халдвартай хүний шүлснээс нь халдвар авна гэж айдаг эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA37,"Сүүлийн 12 сарын хугацаанд бэлэг эрхтнээс эвгүй үнэртэй, хэвийн бус ялгадас гарсан эсэх",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA38,"Сүүлийн 12 сарын хугацаанд бэлэг эрхтэн дээр ямар нэгэн цэврүү, яр, шарх, үү гарсан эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA39,Ер нь БЗДХ-ын шинжилгээ өгч байсан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MHA40,Сүүлийн 12 сарын хугацаанд БЗДХ-ын шинжилгээ өгсөн эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MMC1,Хөвч таслах мэс ажилбар хийлгэсэн эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MMC2,Хөвч таслах мэс ажилбар хийлгэсэн нас,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MMC3,Мэс ажилбарыг хийсэн хүн,work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MMC4,Мэс ажилбараа хийлгэсэн газар,work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA1,"Ер нь тамхи нэг, хоёр удаа сорж үзсэн эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA2,Анх ширхэг тамхийг бүтнээр нь татсан нас,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA3,Одоо тамхи татдаг эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA4,Сүүлийн 24 цагт татсан тамхины тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA5,Сүүлийн 1 сарын хугацаанд тамхи татсан өдрийн тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA6,"Навчин тамхи, дүнсэн тамхи зэрэг бусад төрлийн тамхи татаж байсан эсэх",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA7,"Сүүлийн 1 сарын хугацаанд навчин тамхи, дүнсэн тамхи зэрэг бусад төрлийн тамхи татсан эсэх",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA8A,Бусад төрлийн татсан тамхи: Навчин тамхи,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA8D,Бусад төрлийн татсан тамхи: Дүнсэн тамхи (гаансаар),wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA8E,Бусад төрлийн татсан тамхи: Дүнсэн тамхи (ороодог),wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA8X,Бусад төрлийн татсан тамхи: Бусад (тодруулах),wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA8NR,Бусад төрлийн татсан тамхи: Хариулаагүй,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA9,Сүүлийн 1 сарын хугацаанд бусад төрлийн тамхи татсан өдрийн тоо,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA10,"Хамрын тамхи, зажилдаг тамхи зэрэг утаагүй тамхи хэрэглэж байсан эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA11,Сүүлийн 1 сарын хугацаанд утаагүй тамхи хэрэглэсэн эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA12A,Хэрэглэсэн утаагүй тамхи: Зажилдаг тамхи,work_child_labour
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA12B,Хэрэглэсэн утаагүй тамхи: Хамрын тамхи,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA12X,Хэрэглэсэн утаагүй тамхи: Бусад (тодруулах),wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA12NR,Хэрэглэсэн утаагүй тамхи: Хариулаагүй,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA13,Сүүлийн 1 сарын хугацаанд утаагүй тамхи хэрэглэсэн өдрийн тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA14,"Архи, согтууруулах ундаа ууж үзсэн эсэх",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA15,"Архи, согтууруулах ундааг анх уусан нас",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA16,"Сүүлийн 1 сарын хугацаанд архи, согтууруулах ундаа уусан өдрийн тоо",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MTA17,"Тодорхойлсон хэмжээний архи, согтууруулах ундааг уусан тоо",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MLS1,Өөрийгөө хэр аз жаргалтай гэж үзэж байна,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MLS2,Шатны аль гишгүүр дээр зогсож байна гэж бодож байна,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MLS3,Өнгөрсөн жилийн энэ үеийнхтэй харьцуулбал амьдрал ямар байна,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MLS4,Жилийн дараа амьдрал ямар байна гэж төсөөлж байна,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,HH4,Багийн ахлагчийн дугаар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MWDOB,Эрэгтэйн асуулга авсан огноо (CMC),other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MWDOM,Эрэгтэйн төрсөн огноо (CMC),demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MWAGEM,Анх гэрлэсэн/хамтран амьдарсан нас,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,MMSTATUS,Гэрлэлтийн байдал,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,mwelevel,Боловсрол,education_schooling
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,mdisability,Үйлдлийн чадвар (18-49 нас),demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,HH6,"Хот, хөдөө",demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,HH6A,Байршил,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,HH7,Бүс,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,province,Зорилтот аймаг дүүрэг,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,ethnicity,Өрхийн тэргүүлэгчийн яс үндэс,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,religion,Өрхийн тэргүүлэгчийн шашин шүтлэг,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,mnweight,15-49 насны эрэгтэйчүүдийн түүврийн жин,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,mnweight_prov,15-49 насны эрэгтэйчүүдийн түүврийн жин (зорилтот аймаг/дүүргийн),demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,wscore,Аж байдлын түвшний нэгдсэн оноо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,windex5,Аж байдлын түвшний квинтиль,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,windex10,Аж байдлын түвшний бүлэг,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,wscoreu,Аж байдлын түвшний нэгдсэн оноо - Хөдөө,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,windex5u,Аж байдлын түвшний квинтиль - хот,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,windex10u,Аж байдлын түвшний бүлэг - хот,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,wscorer,Аж байдлын түвшний нэгдсэн оноо - Хот,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,windex5r,Аж байдлын түвшний квинтиль - хөдөө,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/3. Men.sav,НҮТС-2018,3. Men.sav,windex10r,Аж байдлын түвшний бүлэг - хөдөө,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,HH1,Түүвэрлэгдсэн нэгжийн дугаар,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,HH2,Өрхийн дугаар,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,LN,Мөрийн дугаар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM1,Түүвэрлэгдсэн нэгжийн дугаар,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM2,Өрхийн дугаар,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM3,Эмэгтэйн мөрийн дугаар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WMINT,Ярилцлага авагчийн дугаар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM4,Багийн ахлагчийн дугаар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM5,Ярилцлага авагчийн дугаар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM6Y,Ярилцлага авсан он,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM6M,Ярилцлага авсан сар,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM6D,Ярилцлага авсан өдөр,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM8,Өмнө нь ярилцлага авсан эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM9,Зөвшөөрөл өгсөн эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM17,Ярилцлагын үр дүн,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM7H,Ярилцлага эхэлсэн цаг,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM7M,Ярилцлага эхэлсэн минут,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM10H,Ярилцлага дууссан цаг,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM10M,Ярилцлага дууссан минут,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM11,Ганцаарчилсан орчин бүрдүүлсэн эсэх,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM12,Асуулгын хуудас бичигдсэн хэл,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM13,Ярилцлага хийсэн хэл,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2018/4. Women.sav,НҮТС-2018,4. Women.sav,WM14,Ярилцлага өгөгчийн эх хэл,parents_family
