source_file,survey_folder,file_name,variable_name,variable_label,family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2BJ,Аймаг/ Сумын оргүй эмнэлэг,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2BN,Төрийн бус байгууллагын эмнэлэг,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN2BX,Бусад (бичих),wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3,ТА ЖИРЭМСНИЙ ХЯНАЛТАД ХЭДЭН УДАА ҮЗҮҮЛСЭН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AA,ЖИРЭМСНИЙ ХЯНАЛТЫН АЧ ХОЛБОГДЛЫН ТАЛААР,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AB,ЖИРЭМСНИЙ ҮЕИЙН ХООЛЛОЛТЫН ТАЛААР,health_disability_nutrition
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AC,"ХОРТ ЗУРШИЛ (АРХИ, ТАМХИ)-ЫН ТАЛААР",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AD,ЖИРЭМСНИЙ ЭМГЭГ БАЙДАЛ/АЮУЛТАЙ ШИНЖҮҮДИЙН ТАЛААР,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AE,ТЭТГЭМЖ АВАХ ТАЛААР,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AF,"ТӨМРИЙН БЭЛДМЭЛ, ФОЛИЙН ХҮЧИЛ УУХЫН АЧ ХОЛБОГДЛЫН ТАЛААР",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AG,"ЗУЛБАЛТ, ДУТУУ ТӨРӨЛТӨӨС СЭРГИЙЛЭХ ТУХАЙ",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AH,ЭРХТЭН ТОГТОЛЦООНЫ ЭМГЭГИЙН ТАЛААР,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AI,ТӨРӨЛТИЙН ТУХАЙ,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AJ,ЖИРЭМСНИЙ ХОЖУУ ХОРДЛОГЫН ТУХАЙ,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AK,ХӨХ АРЧЛАХ ТУХАЙ,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AL,ТӨРӨЛТӨД БЭЛТГЭХ ТУХАЙ,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AM,ИЛҮҮ ТЭЭЛТИЙН ТАЛААР,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AN,ТӨРӨХ ҮЕИЙН ӨВДӨЛТИЙГ БУУРУУЛАХ АРГУУДЫН ТАЛААР,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AO,ТӨРСНИЙ ДАРААХ ҮЕ,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AP,НЯРАЙН АСАРГАА,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AQ,ГЭР БҮЛ ТӨЛӨВЛӨЛТИЙН ТАЛААР,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN3AR,БЭЛГИЙН ЗАМААР ДАМЖИХ ХАЛДВАР,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN4A,ЦУСНЫ ДАРАЛТ ХЭМЖИХ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN4B,ШЭЭСНИЙ ШИНЖИЛГЭЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN4C,ЦУСНЫ ЕРӨНХИЙ ШИНЖИЛГЭЭ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN4D,БЗДХ-ЫН ШИНЖИЛГЭЭ БУЮУ ҮТРЭЭНИЙ НААЦ /МАЗОК/?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN4E,ЖИН ХЭМЖИХ?,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN4F,ТЭМБҮҮГИЙН СОРИЛ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN4G,ДОХ-ЫН ШИНЖИЛГЭЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN4H,ЭХО ШИНЖИЛГЭЭ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN4I,ЦЭЭЖ ГЭРЭЛД ХАРУУЛАХ/ ЦЭЭЖНИЙ ЗУРАГ АВАХУУЛАХ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5A,ЖИРЭМСНИЙ ХЯНАЛТАД ОРОХОД ЯМАР НЭГ БЭРХШЭЭЛ ТОХИОЛДСОН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5B,ЖИРЭМСНИЙ ХЯНАЛТАД ОРОХОД ТОХИОЛДСОН ГОЛ БЭРХШЭЭЛЭЭ ХЭЛНЭ ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5C,ТА ЯАГААД ЖИРЭМСНИЙ ХЯНАЛТАД ОРООГҮЙ ВЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5E,ТАНЫГ ЖИРЭМСНИЙ ХЯНАЛТАД ҮЗҮҮЛЭХЭЭР ЯВАХАД НӨХӨР/ ХАМТРАН АМЬДРАГЧ ЧИНЬ ХАМТ ЯВДАГ БАЙСАН УУ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5F,ТАНЫГ ЖИРЭМСНИЙ ХЯНАЛТАД ҮЗҮҮЛЭХЭЭР ЯВАХАД НӨХӨР/ ХАМТРАН АМЬДРАГЧ ЧИНЬ ТОГТМОЛ ХАМТ ЯВДАГ БАЙСАН УУ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5GA,ҮТРЭЭНЭЭС ЦУС ГАРЧ БАЙСАН УУ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5GB,"ТОЛГОЙ ӨВДӨЖ, ЭРГЭХ, НҮД БҮРЭЛЗЭХ, ДАРАЛТ ИХСЭХ ШИНЖ ТЭМДЭГИЙН АЛЬ НЭГ НЬ ИЛЭРЧ БАЙСАН УУ?",parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5GC,"ЦУСНЫ ДАРАЛТ ИХСЭЖ БАЙГААД ТАТАЖ, УХААН АЛДСАН УУ?",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5GD,УРАГ ОРЧМЫН ШИНГЭН ХУГАЦААНААСАА ӨМНӨ ГАРЧ БАЙСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5GX,БУСАД?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5I,"ХҮНДРЭЛИЙН ҮЕД ЭМЧ, ЭМНЭЛГИЙН МЭРГЭЖИЛТНЭЭС ТУСЛАМЖ АВСАН УУ?",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5JA,ЗҮРХНИЙ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5JB,"БӨӨР, ДАВСАГНЫ?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5JC,"ЭЛЭГ, ЦӨСНИЙ?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5JD,"УУШГИНЫ, АМЬСГАЛЫН ЗАМЫН?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5JE,"ХОДООД, ГЭДЭСНИЙ?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5JF,МЭДРЭЛИЙН?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5JG,ХАЛДВАРТ ӨВЧИН?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5JX,БУСАД (БИЧИХ)?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5K,ТА (нэр)-ИЙГ ТЭЭЖ БАЙХДАА ЦУС БАГАДАХЫН ЭСРЭГ ТӨМРИЙН БЭЛДМЭЛ ХЭРЭГЛЭЖ БАЙСАН УУ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5L,ХЭДЭН ӨДӨР УУСАН БЭ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5M,ТА ТӨМРИЙН БЭЛДМЭЛЭЭ ХААНААС АВСАН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5N,ТА ТӨМРИЙН БЭЛДМЭЛЭЭ ХУДАЛДАЖ АВСАН УУ?   ҮНЭГҮЙ АВСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN5O,ТА (нэр)-ИЙГ ТӨРҮҮЛЭХИЙН ӨМНӨ ЭХИЙН АМРАХ БАЙРАНД АМАРСАН УУ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN17D,Эх барих эмэгтэйчүүдийн эмч,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN17E,Бусад их эмч,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN17I,Өрх/ сумын эмч,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN17J,Эх баригч,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN17C,Бага эмч,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN17K,Сувилагч,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN17F,Бариач/ засалч,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN17H,Хамаатан/ найз,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN17X,Бусад (бичих),wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN17Y,Өөрөө,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN18,ТА (нэр)-ИЙГ ХААНА ТӨРҮҮЛСЭН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN19,ТА (нэр)-ИЙГ КЕСАР ХАГАЛГАА ХИЙЛГЭЖ ТӨРҮҮЛСЭН ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN19A,"ӨВДӨХӨӨСӨӨ ӨМНӨ ҮҮ, ХОЙНО УУ?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN19BA,ТӨРӨЛТ ЭРЧИМЖҮҮЛЭХ ДУСАЛ ХИЙЛГЭЖ  ТӨРҮҮЛСЭН ҮҮ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN19BB,ТӨРӨХ ҮЕДЭЭ ХАЛУУРСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN19BC,ХЭВИЙН ХЭМЖЭЭНЭЭС ИЛҮҮ ЦУС АЛДСАН УУ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN19BD,"ЦУС, ЦУС ОРЛОХ ШИНГЭН ХИЙЛГЭСЭН ҮҮ?",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN19BE,"ЦУСНЫ ДАРАЛТ ИХСЭЖ БАЙГААД ТАТАЖ, УХААН АЛДСАН УУ?",wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN19BF,БАГАЖААР ТАТАЖ АВСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN19BG,ТӨРӨЛТИЙГ СЭДЭЭХ ЭМ /МИЗОПРОСТОЛ/ ХЭЛЭН ДОР НЬ ТАВЬСАН УУ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN19BH,ТӨРӨЛТИЙГ СЭДЭЭХ ЭМ /МИЗОПРОСТОЛ/ ҮТРЭЭНД ТАВЬСАН УУ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN19C,(Нэр)-ИЙГ ТӨРҮҮЛСНИЙ ДАРААХ 2 САРЫН ДОТОР ТАНД А АМИНДЭМ ӨГСӨН ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN19D,"(Нэр)-ИЙГ ТӨРӨХ ХУГАЦААНААСАА ӨМНӨ ТӨРҮҮЛСЭН ҮҮ, ХУГАЦААНДАА ТӨРҮҮЛСЭН ҮҮ, ХУГАЦААНААСАА ХОЖУУ ТӨРҮҮЛСЭН ҮҮ?",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN20,"(Нэр)-ИЙН ТӨРӨХ ҮЕИЙН ЖИН ДУНДЖААС ХЭР ТОМ, ЭСВЭЛ БАГА БАЙСАН БЭ?",demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN21,(Нэр)-ИЙГ ТӨРӨХӨД ЖИНГ НЬ ХЭМЖСЭН ҮҮ?,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN22A,Картнаас,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN22B,Эхийн хэлснээр,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN22AA,(Нэр) ТӨРСӨН ДАРУЙДАА УЙЛСАН УУ?,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN22BB,(Нэр)-ИЙГ ТӨРСӨН ДАРУЙ ТӨРӨХ ӨРӨӨНД ЯАРАЛТАЙ АРГА ХЭМЖЭЭ /ЭМЧИЛГЭЭ/ АВСАН УУ?,demographics_geo_weights
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN22CA,МАЛГАЙ ӨМСГӨСӨН ҮҮ?,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN22CB,ХҮҮХДИЙГ ЭХИЙН ХЭВЛИЙ ДЭЭР НҮЦГЭНЭЭР  ХЭВТҮҮЛЖ ХУЧСАН УУ?,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN22CC,НЯРАЙН ДУЛААЦУУЛАХ ШИРЭЭНД  БАЙРЛУУЛСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN23,(Нэр)-ИЙГ ТӨРҮҮЛСНЭЭС ХОЙШ ТАНЫ САРЫН ТЭМДЭГ ИРСЭН ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN23A,(Нэр)-ИЙГ ТӨРҮҮЛЭЭД ХЭДЭН САРЫН ДАРАА ТАНЫ САРЫН ТЭМДЭГ ИРСЭН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN23C,ТА (нэр)-ИЙГ ТӨРҮҮЛЭЭД БЭЛГИЙН ХАВЬТАЛД ОРСОН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN23D,(Нэр)-ИЙГ ТӨРҮҮЛЭЭД ХЭДЭН САРЫН ДАРАА БЭЛГИЙН ХАВЬТАЛД ОРСОН БЭ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN24,ТА (нэр)-ИЙГ ХӨХҮҮЛЖ БАЙСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN25U,нэгж,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN25N,тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN26,(Нэр)-ИЙГ ТӨРҮҮЛСНИЙ ДАРААХ 3 ХОНОГИЙН ДОТОР ТҮҮНД ӨӨРИЙНХӨӨ СҮҮНЭЭС ӨӨР ЯМАР НЭГ ШИНГЭН ЗҮЙЛ УУЛГАСАН УУ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN27A,Сүү,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN27B,Ус,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN27C,Чихэртэй ус/глюкоз,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN27E,Шингэн сэлбэх давсны уусмал,wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN27F,Жимсний шүүс,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN27G,Эхийн сүү орлуулагч,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN27H,"Цай, хярам",other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN27I,Өөр эхийн сүү,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,MN27X,Бусад (бичих),wealth_assets_housing
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,PN2U,нэгж,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,PN2N,тоо,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,PN3,(Нэр)-ИЙГ ТӨРҮҮЛЭЭД ЭМНЭЛЭГТ БАЙХАД ЭМНЭЛГИЙН МЭРГЭЖИЛТЭН (нэр)-ИЙГ ҮЗСЭН ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,PN4,(Нэр)-ИЙГ ТӨРҮҮЛЭЭД ЭМНЭЛЭГТ БАЙХАД ЭМНЭЛГИЙН МЭРГЭЖИЛТЭН ТАНЫГ ҮЗСЭН ҮҮ?,other
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,PN4A,(Нэр)-ИЙГ ТӨРҮҮЛЭЭД ЭМНЭЛГЭЭС ГАРАХАД ЭМНЭЛГИЙН МЭРГЭЖИЛТЭН “ЭХ ХҮҮХДИЙН ЭРҮҮЛ МЭНДИЙН ДЭВТЭР”-Т ТЭМДЭГЛЭЛ ХИЙЖ ӨГСӨН ҮҮ,parents_family
C:/tsogoo/Hicheel/erdem shinjilgeenii hural/ecnometric/shine/data/НҮТС-2013/Women.sav,НҮТС-2013,Women.sav,PN5,(Нэр)-ИЙГ ТӨРҮҮЛЭЭД ЭМНЭЛГЭЭС ГАРСНЫ ДАРАА ЭМНЭЛГИЙН МЭРГЭЖИЛТЭН ХҮҮХДИЙГ ҮЗСЭН ҮҮ?,other
