b,gamma_boot,beta_low_boot,beta_high_boot,beta_diff_boot,N_boot,N_low_boot,N_high_boot,warning_flag,failed_flag,warning_note
178,25.330265385840498,0.07000263533284623,0.10836866140629478,0.03836602607344855,2615,2287,328,FALSE,FALSE,
179,19.74301952063257,0.08309323906710513,0.10753086458317399,0.02443762551606886,4121,1469,2652,FALSE,FALSE,
180,19.557047327769425,0.08647868828264571,0.11555176493082953,0.029073076648183815,3539,804,2735,FALSE,FALSE,
181,19.53062264661216,0.07648253741153643,0.11550831133964666,0.03902577392811023,3955,824,3131,FALSE,FALSE,
182,19.557047327769425,0.09608404197065368,0.1195038148589071,0.02341977288825342,2439,1093,1346,FALSE,FALSE,
183,25.2375337309236,0.098331113504894,0.12131270416689387,0.022981590661999868,4348,3687,661,FALSE,FALSE,
184,17.93727422003284,0.08522179561049559,0.09399405539063349,0.008772259780137903,2484,665,1819,FALSE,FALSE,
185,17.93727422003284,0.10981523313001322,0.11743255940523545,0.007617326275222228,2003,496,1507,FALSE,FALSE,
186,19.289577326775586,0.0888613235023668,0.11412670016853778,0.02526537666617097,3102,1223,1879,FALSE,FALSE,
187,19.289577326775586,0.0724103344206276,0.11223446704646259,0.03982413262583499,3311,970,2341,FALSE,FALSE,
188,18.97585604312185,0.07775989681530059,0.1013312277097984,0.02357133089449781,3209,966,2243,FALSE,FALSE,
189,19.53062264661216,0.08878323566702187,0.11413759512232835,0.02535435945530648,3315,943,2372,FALSE,FALSE,
190,19.53062264661216,0.08004514251444025,0.10995720142678483,0.02991205891234458,3157,924,2233,FALSE,FALSE,
191,19.40162620247366,0.09522455041618566,0.11556051374942172,0.020335963333236062,3241,790,2451,FALSE,FALSE,
192,19.53062264661216,0.10578169600996443,0.12015872912217435,0.01437703311220992,3203,1216,1987,FALSE,FALSE,
193,18.767149133446537,0.0868343233128136,0.10350199176951821,0.016667668456704615,2381,1001,1380,FALSE,FALSE,
194,19.53062264661216,0.10059790678534213,0.11683981039886941,0.016241903613527287,4468,1011,3457,FALSE,FALSE,
195,19.53062264661216,0.06343340961140784,0.09558030780031929,0.03214689818891145,3531,1394,2137,FALSE,FALSE,
196,25.401342038447588,0.11200136354937693,0.14010198239007327,0.02810061884069634,2408,2031,377,FALSE,FALSE,
197,18.52287788355755,0.08241602907543544,0.11564895035996763,0.03323292128453219,5532,870,4662,FALSE,FALSE,
198,22.83119160969324,0.07165113461821683,0.10114108471722542,0.029489950099008594,2204,1367,837,FALSE,FALSE,
199,19.290908096878248,0.06135037865836129,0.09299903454050933,0.03164865588214803,3497,1409,2088,FALSE,FALSE,
200,19.557047327769425,0.09893413765928774,0.11959296836657789,0.020658830707290146,3173,1148,2025,FALSE,FALSE,
201,20.56359156990926,0.06707491122654499,0.09585579690864408,0.02878088568209909,2491,1444,1047,FALSE,FALSE,
202,18.767149133446537,0.07303838983213712,0.09052204183793104,0.017483652005793923,2418,1032,1386,FALSE,FALSE,
203,19.53062264661216,0.07745171184712181,0.11743768020872426,0.03998596836160245,4631,847,3784,FALSE,FALSE,
204,19.751492179487045,0.07924229439268757,0.10553758588635523,0.02629529149366766,3101,996,2105,FALSE,FALSE,
205,25.392553622015377,0.07905038218436317,0.13043572146856036,0.051385339284197196,2957,2474,483,FALSE,FALSE,
206,25.2375337309236,0.1137752910577077,0.13260175414621672,0.01882646308850902,3167,2640,527,FALSE,FALSE,
207,24.924897627024734,0.07368608463569913,0.09994101145831309,0.02625492682261396,2486,1972,514,FALSE,FALSE,
208,19.53062264661216,0.08806045439173353,0.11113554711312554,0.023075092721392007,3178,934,2244,FALSE,FALSE,
209,19.688758420834745,0.059027730888328384,0.0746054367368125,0.015577705848484114,2972,1361,1611,FALSE,FALSE,
210,19.53062264661216,0.08334354327682258,0.1153074346207663,0.031963891343943715,4604,1127,3477,FALSE,FALSE,
211,19.53062264661216,0.09275102655830175,0.1212543200794442,0.028503293521142448,4607,876,3731,FALSE,FALSE,
212,19.557047327769425,0.09896422376487199,0.12066286089065223,0.02169863712578024,2260,985,1275,FALSE,FALSE,
213,18.153409090909093,0.068672211925808,0.05479341749195447,-0.01387879443385353,2514,791,1723,FALSE,FALSE,
214,19.557047327769425,0.09184283992016767,0.09947846526326118,0.007635625343093505,2064,750,1314,FALSE,FALSE,
215,17.76202100276734,0.1221160042370432,0.14621607773488343,0.024100073497840227,2243,458,1785,FALSE,FALSE,
216,18.767149133446537,0.07000272984553582,0.10526209486038379,0.03525936501484797,4139,1076,3063,FALSE,FALSE,
217,19.53062264661216,0.09954237960871594,0.12139675069249478,0.021854371083778842,3107,864,2243,FALSE,FALSE,
218,20.408107672258616,0.08415721484064195,0.09994871257611977,0.01579149773547782,2224,1149,1075,FALSE,FALSE,
219,19.53062264661216,0.09383394237193071,0.11224836840573613,0.018414426033805414,4447,985,3462,FALSE,FALSE,
220,19.290908096878248,0.05974250677410216,0.08723758181602727,0.02749507504192511,2560,1314,1246,FALSE,FALSE,
221,25.401342038447588,0.10152771297375525,0.11444125716512767,0.012913544191372417,2946,2590,356,FALSE,FALSE,
222,24.93376015505794,0.09324847949504131,0.14782653058906384,0.05457805109402253,2525,2107,418,FALSE,FALSE,
223,19.300045599635204,0.06481697786071361,0.10927224359376252,0.04445526573304891,3700,943,2757,FALSE,FALSE,
224,19.300045599635204,0.08260117432588007,0.1074757753387632,0.02487460101288312,3212,1031,2181,FALSE,FALSE,
225,17.93727422003284,0.07482849431206628,0.09287370262733616,0.018045208315269873,2413,727,1686,FALSE,FALSE,
226,24.93376015505794,0.08196166965388696,0.1421829781430678,0.060221308489180836,2222,1896,326,FALSE,FALSE,
227,25.35989602452551,0.07189603282359042,0.13454892312169803,0.06265289029810761,2280,1945,335,FALSE,FALSE,
